0.66,0.56,0.85,21,,0.65,0.54,0.83,23
0.64,0.56,0.86,21,,0.66,0.54,0.84,23
0.64,0.56,0.86,21,,0.67,0.54,0.85,23
0.67,0.56,0.85,21,,0.66,0.54,0.85,23
0.64,0.56,0.87,21,,0.67,0.54,0.84,23
0.65,0.56,0.85,21,,0.67,0.54,0.84,23
0.58,0.52,0.87,20,,0.58,0.56,0.81,13
0.58,0.52,0.87,20,,0.58,0.56,0.81,13
0.58,0.52,0.87,20,,0.58,0.56,0.81,13
0.58,0.52,0.87,20,,0.58,0.56,0.81,13
0.58,0.52,0.87,20,,0.58,0.56,0.81,13
0.58,0.52,0.87,20,,0.58,0.56,0.81,13
0.58,0.52,0.87,20,,0.58,0.56,0.81,13
0.58,0.52,0.87,20,,0.58,0.56,0.81,13
0.57,0.59,0.83,19,,,,,
0.58,0.59,0.83,19,,,,,
0.58,0.59,0.83,19,,,,,
0.57,0.59,0.83,19,,,,,
0.58,0.59,0.83,19,,,,,
0.58,0.59,0.83,19,,,,,
0.58,0.59,0.83,19,,,,,
0.56,0.59,0.83,19,,,,,
0.58,0.55,0.84,18,,0.58,0.56,0.81,13
0.57,0.57,0.84,18,,0.58,0.56,0.81,13
0.57,0.56,0.84,18,,0.58,0.56,0.81,13
0.57,0.57,0.84,18,,0.58,0.56,0.81,13
0.57,0.57,0.84,18,,0.58,0.56,0.81,13
0.57,0.57,0.84,18,,0.58,0.56,0.81,13
0.57,0.57,0.84,18,,0.58,0.56,0.81,13
0.57,0.57,0.84,18,,0.58,0.56,0.81,13
0.53,0.51,0.84,17,,,,,
0.53,0.51,0.84,17,,,,,
0.53,0.51,0.84,17,,,,,
0.53,0.51,0.84,17,,,,,
0.53,0.51,0.84,17,,,,,
0.53,0.51,0.84,17,,,,,
0.53,0.51,0.84,17,,,,,
0.53,0.51,0.84,17,,,,,
0.61,0.51,0.82,16,,0.59,0.52,0.77,15
0.61,0.51,0.81,16,,0.59,0.52,0.77,15
0.61,0.51,0.82,16,,0.59,0.52,0.77,15
0.61,0.51,0.81,16,,0.59,0.52,0.77,15
0.61,0.51,0.81,16,,0.59,0.52,0.77,15
0.61,0.51,0.81,16,,0.59,0.52,0.77,15
0.61,0.51,0.81,16,,0.59,0.52,0.77,15
0.61,0.51,0.81,16,,0.59,0.52,0.77,15
0.59,0.52,0.77,15,,,,,
0.59,0.52,0.77,15,,,,,
0.59,0.52,0.77,15,,,,,
0.59,0.52,0.77,15,,,,,
0.59,0.52,0.77,15,,,,,
0.59,0.52,0.77,15,,,,,
0.59,0.52,0.77,15,,,,,
0.59,0.52,0.77,15,,,,,
0.58,0.58,0.83,14,,0.57,0.59,0.83,19
0.57,0.6,0.86,14,,0.58,0.59,0.83,19
0.58,0.6,0.86,14,,0.58,0.59,0.83,19
0.57,0.59,0.87,14,,0.57,0.59,0.83,19
0.56,0.6,0.87,14,,0.58,0.59,0.83,19
0.57,0.58,0.87,14,,0.58,0.59,0.83,19
0.57,0.59,0.86,14,,0.58,0.59,0.83,19
0.57,0.59,0.86,14,,0.56,0.59,0.83,19
0.58,0.56,0.81,13,,,,,
0.58,0.56,0.81,13,,,,,
0.58,0.56,0.81,13,,,,,
0.58,0.56,0.81,13,,,,,
0.58,0.56,0.81,13,,,,,
0.58,0.56,0.81,13,,,,,
0.58,0.56,0.81,13,,,,,
0.58,0.56,0.81,13,,,,,
0.59,0.56,0.78,12,,,,,
0.59,0.57,0.78,12,,,,,
0.59,0.58,0.78,12,,,,,
0.59,0.57,0.78,12,,,,,
0.59,0.56,0.78,12,,,,,
0.59,0.56,0.78,12,,,,,
0.59,0.58,0.78,12,,,,,
0.59,0.58,0.78,12,,,,,
0.59,0.58,0.76,11,,0.59,0.56,0.78,12
0.59,0.58,0.76,11,,0.59,0.57,0.78,12
0.61,0.58,0.75,11,,0.59,0.58,0.78,12
0.63,0.58,0.75,11,,0.59,0.57,0.78,12
0.64,0.58,0.75,11,,0.59,0.56,0.78,12
0.64,0.58,0.75,11,,0.59,0.56,0.78,12
0.63,0.58,0.76,11,,0.59,0.58,0.78,12
0.64,0.58,0.76,11,,0.59,0.58,0.78,12
0.61,0.59,0.75,10,,,,,
0.61,0.59,0.74,10,,,,,
0.61,0.59,0.75,10,,,,,
0.61,0.58,0.76,10,,,,,
0.61,0.59,0.75,10,,,,,
0.61,0.59,0.75,10,,,,,
0.63,0.59,0.76,10,,,,,
0.64,0.58,0.77,10,,,,,
0.64,0.6,0.77,9,,,,,
0.64,0.59,0.76,9,,,,,
0.64,0.58,0.78,9,,,,,
0.64,0.58,0.78,9,,,,,
0.64,0.58,0.77,9,,,,,
0.64,0.59,0.78,9,,,,,
0.64,0.6,0.76,9,,,,,
0.64,0.6,0.76,9,,,,,
0.64,0.62,0.75,8,,0.64,0.6,0.77,9
0.64,0.61,0.75,8,,0.64,0.59,0.76,9
0.64,0.61,0.75,8,,0.64,0.58,0.78,9
0.64,0.62,0.75,8,,0.64,0.58,0.78,9
0.64,0.62,0.75,8,,0.64,0.58,0.77,9
0.64,0.61,0.75,8,,0.64,0.59,0.78,9
0.64,0.61,0.75,8,,0.64,0.6,0.76,9
0.65,0.62,0.75,8,,0.64,0.6,0.76,9
0.63,0.64,0.78,7,,0.64,0.67,0.76,2
0.63,0.64,0.8,7,,0.65,0.67,0.77,2
0.63,0.64,0.78,7,,0.64,0.67,0.77,2
0.63,0.64,0.8,7,,0.64,0.67,0.77,2
0.63,0.64,0.78,7,,0.65,0.67,0.77,2
0.63,0.64,0.78,7,,0.64,0.67,0.74,2
0.63,0.64,0.81,7,,0.64,0.67,0.74,2
0.63,0.64,0.79,7,,0.65,0.68,0.77,2
0.66,0.63,0.83,6,,0.64,0.63,0.84,27
0.66,0.63,0.82,6,,0.66,0.65,0.84,27
0.66,0.63,0.84,6,,0.64,0.63,0.82,27
0.66,0.63,0.82,6,,0.64,0.61,0.81,27
0.66,0.63,0.81,6,,0.64,0.61,0.82,27
0.66,0.63,0.82,6,,0.64,0.62,0.82,27
0.66,0.63,0.81,6,,0.66,0.64,0.85,27
0.66,0.63,0.83,6,,0.64,0.64,0.83,27
0.65,0.64,0.78,5,,0.64,0.67,0.76,2
0.65,0.64,0.78,5,,0.65,0.67,0.77,2
0.65,0.64,0.78,5,,0.64,0.67,0.77,2
0.65,0.64,0.78,5,,0.64,0.67,0.77,2
0.65,0.64,0.78,5,,0.65,0.67,0.77,2
0.65,0.63,0.78,5,,0.64,0.67,0.74,2
0.65,0.64,0.78,5,,0.64,0.67,0.74,2
0.65,0.65,0.78,5,,0.65,0.68,0.77,2
0.68,0.63,0.77,4,,0.7,0.61,0.76,3
0.68,0.63,0.78,4,,0.7,0.61,0.76,3
0.69,0.64,0.78,4,,0.7,0.61,0.76,3
0.67,0.62,0.78,4,,0.7,0.61,0.76,3
0.66,0.61,0.78,4,,0.7,0.61,0.76,3
0.67,0.61,0.78,4,,0.71,0.61,0.76,3
0.67,0.61,0.78,4,,0.71,0.61,0.76,3
0.67,0.61,0.78,4,,0.71,0.61,0.76,3
0.7,0.61,0.76,3,,,,,
0.7,0.61,0.76,3,,,,,
0.7,0.61,0.76,3,,,,,
0.7,0.61,0.76,3,,,,,
0.7,0.61,0.76,3,,,,,
0.71,0.61,0.76,3,,,,,
0.71,0.61,0.76,3,,,,,
0.71,0.61,0.76,3,,,,,
0.64,0.67,0.76,2,,,,,
0.65,0.67,0.77,2,,,,,
0.64,0.67,0.77,2,,,,,
0.64,0.67,0.77,2,,,,,
0.65,0.67,0.77,2,,,,,
0.64,0.67,0.74,2,,,,,
0.64,0.67,0.74,2,,,,,
0.65,0.68,0.77,2,,,,,
0.6,0.75,0.76,1,,0.58,0.69,0.83,26
0.6,0.74,0.76,1,,0.58,0.69,0.83,26
0.6,0.74,0.77,1,,0.58,0.69,0.85,26
0.6,0.74,0.78,1,,0.58,0.69,0.85,26
0.6,0.72,0.78,1,,0.58,0.69,0.84,26
0.6,0.74,0.79,1,,0.58,0.68,0.84,26
0.6,0.75,0.76,1,,0.58,0.68,0.87,26
0.6,0.75,0.76,1,,0.58,0.66,0.87,26
